name,id,idMovie
Karla Films,23697,49517
Metro-Goldwyn-Mayer (MGM),8411,44857
Absolute Entertainment (II),67883,44857
Cockamamie,67884,44857
Heckerling-Caplan,67885,44857
Summit Entertainment,491,50780
Participant Media,6735,50780
Imagenation Abu Dhabi FZ,6736,50780
Anonymous Content,10039,50780
Universal Pictures,33,16363
RKO,5902,16363
Alliance Atlantis Communications,803,1946
Natural Nylon Entertainment,804,1946
Serendipity Point Films,805,1946
Téléfilm Canada,806,1946
The Harold Greenberg Fund,807,1946
The Movie Network,808,1946
Union Générale Cinématographique,809,1946
Canadian Television Fund,20170,1946
Lucasfilm,1,85
Paramount Pictures,4,85
Twentieth Century Fox Film Corporation,306,772
Hughes Entertainment,477,772
Columbia Pictures Corporation,441,840
EMI Films,8263,840
Julia Phillips and Michael Phillips Productions,11458,840
Dimension Films,7405,9682
Paramount Pictures,4,96
Eddie Murphy Productions,30,96
Don Simpson/Jerry Bruckheimer Films,10288,96
Hyde Park Films,1172,10678
Touchstone Pictures,9195,10678
Orion Pictures,41,274
Strong Heart/Demme Production,55072,274
Paramount Pictures,4,8872
MTV Films,746,16290
Universal Pictures,33,579
Walt Disney Pictures,2,14405
New Line Cinema,12,138843
The Safran Company,11565,138843
Evergreen Media Group,31375,138843
Columbia Pictures,5,11637
Revolution Studios,497,11637
Cube Vision,2780,11637
New Line Cinema,12,226486
Gary Sanchez Productions,4740,226486
Paramount Pictures,4,1584
Scott Rudin Productions,258,1584
Nickelodeon Movies,2348,1584
NEW Century,8647,1584
MFP Munich Film Partners GmbH & Company I. Produktions KG,21409,1584
Sor Productions,88628,1584
New Line Cinema,12,9312
Threshold Entertainment,4174,9312
Columbia Pictures,5,12153
Revolution Studios,497,12153
Wayans Bros. Entertainment,1608,12153
Gone North Productions,67253,12153
Fox Searchlight Pictures,43,65057
Dune Entertainment,444,65057
Ad Hominem Enterprises,2361,65057
Walt Disney Pictures,2,8326
Chicago Pacific Entertainment,2377,8326
Walden Media,10221,8326
Phoenix Pictures,11317,8326
Touchstone Pictures,9195,35690
Plan B Entertainment,81,76203
Regency Enterprises,508,76203
River Road Entertainment,1246,76203
Film4,9349,76203
New Regency Pictures,10104,76203
Fox 2000 Pictures,711,13497
Lions Gate Films,35,35688
The Tyler Perry Company,6567,35688
Twentieth Century Fox Film Corporation,306,162
New Line Cinema,12,296096
Sunswept Entertainment,5219,296096
Metro-Goldwyn-Mayer (MGM),8411,296096
"Tyler Perry Company, The",3096,103370
Twentieth Century Fox Film Corporation,306,1051
D'Antoni Productions,646,1051
Schine-Moore Productions,73950,1051
STX Entertainment,47729,376659
Huayi Brothers Pictures,78996,376659
BillBlock Media,90185,376659
Regency Enterprises,508,10073
Epsilon Motion Pictures,1171,10073
New Regency Pictures,10104,10073
Walt Disney Pictures,2,16690
Walt Disney Television Animation,3475,16690
Walt Disney Animation Australia,3476,16690
DisneyToon Studios,5391,16690
Walt Disney Animation Canada,12402,16690
Plan B Entertainment,81,273895
Harpo Films,3298,273895
Celador Films,3573,273895
Cloud Eight Films,6708,273895
Pathé,7981,273895
Walt Disney Pictures,2,14873
Walt Disney Television Animation,3475,14873
Walt Disney Animation Australia,3476,14873
DisneyToon Studios,5391,14873
Ghost House Pictures,768,8968
Senator International,830,8968
Screen Gems,3287,8968
Pacific Renaissance Pictures Ltd.,7893,8968
TriStar Pictures,559,9963
Hyde Park Films,1172,9963
Offspring Entertainment,2378,9963
Walt Disney Pictures,2,15655
Dark Castle Entertainment,1786,21208
Studio Babelsberg StudioBabelsberg Motion Pictures,4252,21208
Don Carmody Productions,4253,21208
Studio Canal,5870,21208
Sunswept Entertainment,5219,272878
Warner Bros.,6194,272878
Metro-Goldwyn-Mayer (MGM),8411,272878
Reel Chefs Catering,83397,272878
Twentieth Century Fox Film Corporation,306,9760
Regency Enterprises,508,9760
New Regency Pictures,10104,9760
Paul Schiff Productions,23596,9760
Universal Pictures,33,314365
Participant Media,6735,314365
Anonymous Content,10039,314365
Rocklin / Faust,42421,314365
First Look Media,75807,314365
Screen Gems,3287,13279
Overbrook Entertainment,12485,13279
Columbia Pictures Corporation,441,1975
Ghost House Pictures,768,1975
Vertigo Entertainment,829,1975
Twentieth Century Fox Film Corporation,306,33644
Orion Pictures,41,1649
Nelson Entertainment,365,1649
Universal Pictures,33,9895
Morgan Creek Productions,10210,9895
Walt Disney Productions,3166,9570
This Is That Productions,10059,27579
Focus Features,10146,27579
Twins Financing,20899,27579
Smokehouse Pictures,22695,27579
Greenlit Rights,72503,27579
Q Productions,4729,16052
Esparza / Katz Productions,9313,16052
Regency Enterprises,508,40264
Road Rebel,2648,40264
Paramount Vantage,838,1164
Media Rights Capital,2531,1164
Anonymous Content,10039,1164
Central Films,11258,1164
Spring Creek Productions,705,239678
21 Laps Entertainment,2575,239678
Warner Bros.,6194,239678
Scott Rudin Productions,258,14359
Goodspeed Productions,3534,14359
Paramount Pictures,4,3989
Scott Rudin Productions,258,3989
Nu Image Films,925,76617
Lions Gate,6644,76617
Regency Enterprises,508,1710
New Regency Pictures,10104,1710
Dimension Films,7405,4258
Paramount Pictures,4,20391
Malpaso Productions,171,20391
Alan Jay Lerner Productions,12049,20391
Focus Features,10146,10139
Columbia Pictures,5,335778
Affirm Films,10156,335778
LD Entertainment,10285,335778
Patrick Aiello Productions,59827,335778
Village Roadshow Pictures,79,9645
NPV Entertainment,172,9645
Dark Castle Entertainment,1786,9645
Warner Bros.,6194,9645
Ghost Ship Films Pty. Ltd.,53238,9645
New Line Cinema,12,55465
Mandate Pictures,771,55465
Columbia Pictures,5,617
Mandalay Entertainment,1236,617
Screen Gems,3287,19904
Miramax Films,14,48289
Marv Films,5374,48289
Pioneer Pictures,9217,48289
Buena Vista,32,243
Touchstone Pictures,9195,243
Intermedia Films,763,6933
Alcon Entertainment,1088,6933
Kadokawa Pictures,2073,6933
Equity Pictures Medienfonds GmbH & Co. KG IV,20363,6933
Paramount Pictures,4,17182
Atlas Entertainment,507,8848
Mosaic Media Group,748,8848
Omnilab Media,2729,8848
Relativity Media,7295,8848
Skyline (Baker St),37774,8848
Anonymous Content,10039,38
This Is That Productions,10059,38
Focus Features,10146,38
Oops Doughnuts Productions,5698,38303
Touchstone Pictures,9195,38303
Frontier Pictures,11837,38303
Fox Searchlight Pictures,43,1266
Regency Enterprises,508,1266
Dune Entertainment III,6332,1266
Emmett/Furla Films,10405,1266
Universal Pictures,33,107985
Big Talk Productions,443,107985
Focus Features,10146,107985
Working Title Films,10163,107985
Virtual Studios,449,14043
Jerry Weintraub Productions,2596,14043
Warner Bros.,6194,14043
Lionsgate,1632,19901
Furst Films,3135,19901
Pictures in Paradise,3207,19901
Pacific Film and Television Commission,4024,19901
Australian Film Finance Corporation (AFFC),8724,19901
DreamWorks SKG,27,34016
Mosaic,54634,34016
Dune Entertainment,444,59860
Regency Enterprises,508,59860
Fox 2000 Pictures,711,59860
DiNovi Pictures,813,59860
Dune Entertainment III,6332,59860
Blossom Films,32537,59860
Spyglass Entertainment,158,10069
Hollywood Pictures,915,10069
Endgame Entertainment,1205,10069
Wonderland Sound and Vision,4022,10069
Pathe,7396,9588
Metro-Goldwyn-Mayer (MGM),8411,9588
Lions Gate Family Entertainment,6574,12819
Relativity Media,7295,12819
Crest Animation Productions,21234,12819
"Screen Gems, Inc.",127,9954
Spyglass Entertainment,158,10115
Touchstone Pictures,9195,10115
Kaltenbach Pictures,62367,10115
Warner Bros. Pictures,174,25132
The Rank Organisation,364,577
Columbia Pictures Corporation,441,577
Lionsgate,1632,328387
Allison Shearmur Productions,47706,328387
Keep Your Head,79963,328387
New Line Cinema,12,12690
Groundswell Productions,4205,12690
Axon Films,21106,12690
Columbia Pictures,5,9945
Largo Entertainment,1644,9945
JVC Entertainment Networks,4248,9945
Film Office,23893,9945
Spooky Tooth Productions,23894,9945
Storm King Productions,23895,9945
Paramount Pictures,4,539
Universal Pictures,33,539
Shamley Productions,10717,539
Lionsgate,1632,13596
New Wave Entertainment,2953,13596
Management 360,4220,13596
Terra Firma Films,7948,13596
Superfinger Entertainment,12020,13596
Universal Pictures,33,226857
Fake Empire,13204,226857
Bluegrass Films,13778,226857
Universal Pictures,33,13159
Morgan Creek Productions,10210,13159
Twentieth Century Fox Film Corporation,306,526
Warner Bros.,6194,526
Caravan Pictures,175,22796
Hollywood Pictures,915,22796
Columbia Pictures,5,2355
Happy Madison Productions,2608,2355
Sunlight Productions,3800,2355
Relativity Media,7295,2355
Madison 23,11708,2355
Paramount Vantage,838,5915
River Road Entertainment,1246,5915
Art Linson Productions,8769,5915
Into the Wild,41051,5915
Dimension Films,7405,9842
Davis-Films,342,61012
Konami Corporation Ltd.,343,61012
A Band Apart,59,755
Dimension Films,7405,755
Los Hooligans Productions,11705,755
Miramax,53009,755
Walt Disney Pictures,2,13682
Paramount Pictures,4,9089
Egg Pictures,802,9089
PolyGram Filmed Entertainment,1382,9089
Columbia Pictures,5,9470
Walt Disney Pictures,2,18357
DreamWorks SKG,27,7979
MacDonald/Parkes Productions,384,7979
Sidney Kimmel Entertainment,737,7979
Neal Street Productions,1522,7979
China Film Co-Production Corporation,2269,7979
Wonderland Films,2299,7979
Participant Media,6735,7979
Ebeling Group,11392,7979
Beijing Happy Pictures Cultural Communications Co.,11553,7979
Kite Runner Holdings,29031,7979
This Is That Productions,10059,470
Y Productions,10887,470
Mediana Productions Filmgesellschaft,10888,470
Icon Productions,152,15644
Twentieth Century Fox Film Corporation,306,15644
Icon Entertainment International,4564,15644
Metro-Goldwyn-Mayer (MGM),8411,9582
David Ladd Films,21447,9582
Columbia Pictures,5,10642
The Weinstein Company,308,22074
Paramount Vantage,838,22074
George Stevens Productions,13579,2428
Ingenious Media,290,290751
Gran Via Productions,2605,290751
IM Global,7437,290751
STX Entertainment,47729,290751
Route One Entertainment,80834,290751
Union Investment Partners,88607,290751
SITE Productions,88608,290751
Willie's Movies,88609,290751
Grosvenor Park Media Ltd.,2053,13805
LionsGate,7571,13805
3 in the Box,19248,13805
Screen Gems,3287,4597
Stars Road Entertainment,8931,4597
Farah Films & Management,11249,4597
Buckaroo Entertainment,11250,4597
Regency Enterprises,508,9414
Taurus Films,897,9414
Polar Productions,3415,9414
Warner Bros.,6194,9414
Regency Enterprises,508,63492
Contrafilm,1836,63492
New Regency Pictures,10104,63492
Canal+,5358,81796
EuropaCorp,6896,81796
Ciné+,10611,81796
Columbia Pictures,5,10710
Castle Rock Entertainment,97,10710
NPV Entertainment,172,10710
DreamWorks Pictures,7293,10710
Baltimore Spring Creek Productions,16061,10710
Nu Image / Millennium Films,25473,10710
Lakeshore Entertainment,126,15092
Lionsgate,1632,15092
Radical Media,11152,15092
Miramax Films,14,11382
Gener8Xion Entertainment,3957,15005
Miramax Films,14,8198
Intermedia Films,763,8198
Mirage Enterprises,932,8198
Paramount Pictures,4,6963
Escape Artists,1423,6963
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,11930,6963
Miramax Films,14,15070
Amen Ra Films,421,15070
DreamWorks SKG,27,12797
Spyglass Entertainment,158,12797
Pariah,11733,12797
The Mark Gordon Company,1557,17134
Fox Atomic,2890,17134
20th Century Fox Home Entertainment,3635,17134
WWE Studios,10339,17134
Midnight Sun Pictures,17887,17134
Hammer Film Productions,1314,41402
EFTI,3576,41402
Exclusive Media Group,11448,41402
Overture Films,12807,41402
TriStar Pictures,559,18885
Sheen Productions,27085,18885
Ben-Ami/Leeds Productions,37015,18885
New Line Cinema,12,4953
Partizan,1784,4953
Focus Features,10146,4953
Worldview Entertainment,9015,146198
Anonymous Content,30420,146198
MadRiver Pictures,73493,146198
Sierra Pictures,78595,146198
Surefire Capital,78596,146198
Fine Line Features,8,2639
Village Roadshow Pictures,79,10563
Warner Bros.,6194,10563
Double Feature Films,215,295964
PeaPie Films,32243,295964
3 Arts Entertainment,36390,295964
Paramount Pictures,4,5971
Miramax Films,14,9716
Twentieth Century Fox Film Corporation,306,11835
Dune Entertainment,444,11835
Baldwin Entertainment Group,2234,11835
Hyde Park Entertainment,13816,11835
Brass Hat Films,13817,11835
Miramax Films,14,26171
Hollywood Gang Productions,2994,26171
Radar Pictures,14718,26171
Crystal Sky Worldwide,4077,31117
Triumph Films,23098,31117
New Line Cinema,12,9074
New Line Cinema,12,14396
Universal Pictures,33,15673
Universal Pictures,33,42618
Ghoulardi Film Company,178,171274
Warner Bros.,6194,171274
IAC Films,93105,171274
Screen Gems,3287,109417
Mpower Pictures,5294,13948
Open Road Films,10427,106747
Overnight Films,10808,106747
AR Films,11005,106747
Aldamisa Entertainment,11006,106747
Demarest Films,13241,106747
1821 Pictures,14358,106747
Quick Draw Productions,25608,106747
New Line Cinema,12,10929
Hard Eight Pictures,48772,10929
Paramount Pictures,4,14220
Happy Madison Productions,2608,14220
Pelican Productions LLC,3251,14220
Newmarket Capital Group,506,46435
Goldwyn Films,720,46435
The Greenlight Fund,821,46435
Thin Man Films,10100,46435
Metanoia Films,7075,256962
Santa Fé Films,90508,256962
Recorded Pictures Company,470,48231
The Movie Network,808,48231
Millbrook Pictures,2728,48231
Prospero Pictures,2844,48231
Lago Film,19245,48231
Dangerous Method Film AG,78702,48231
Thousand Words,380,3509
Warner Independent Pictures (WIP),11509,3509
Detour Filmproduction,11510,3509
Section Eight Productions,14315,3509
Fox 2000 Pictures,711,82684
Walden Media,10221,82684
Boll Kino Beteiligungs GmbH & Co. KG,1062,12142
Brightlight Pictures,1063,12142
Herold Productions,1064,12142
Lionsgate,1632,12142
Infogrames Entertainment,2998,12142
Summit Entertainment,491,23367
Goldsmith-Thomas Productions,2454,23367
Walden Media,10221,23367
Fine Line Features,8,10740
New Line Cinema,12,10740
Lou Yi Inc.,839,10740
Academy Films,54030,10740
March Entertainment,54031,10740
Participant Media,6735,241239
Imagenation Abu Dhabi FZ,6736,241239
FilmNation Entertainment,7493,241239
Before the Door Pictures,14861,241239
Washington Square Films,14862,241239
A24,41077,241239
Old Bull Pictures,53656,241239
Rhombus Media,164,14582
Damberger Film & Cattle Co,16193,14582
Whizbang Films,17457,14582
Bell Broadcast and New Media Fund,22481,14582
Universal Pictures,33,14914
Spyglass Entertainment,158,14914
Strike Entertainment,655,14914
Intermittent Productions,8849,14914
Endgame Entertainment,1205,3902
Rising Star,1208,3902
Killer Films,1422,3902
John Wells Productions,1512,3902
Dreamachine,2506,3902
Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),7416,3902
Grey Water Park Productions,14737,3902
John Goldwyn Productions,17594,3902
Wells Productions,72153,3902
Summit Entertainment,491,77948
Intrepid Pictures,1224,77948
Film Rites,8083,77948
Galavis Film,8084,77948
Picture Machine,8085,77948
"Fria Luz Del Dia, A.I.E.",23625,77948
The Weinstein Company,308,21755
Summit Entertainment,491,21755
Endgame Entertainment,1205,21755
Likely Story,1785,4960
Miramax Films,14,128
Studio Ghibli,10342,128
Nibariki,12516,128
Nippon Television Network (NTV),20192,128
EMI Films,8263,40932
Autonomous,2326,16608
UK Film Council,2452,16608
Surefire Film Productions,3205,16608
Pictures in Paradise,3207,16608
Pacific Film and Television Commission,4024,16608
Film Consortium,20455,16608
National Lottery through UK Film Council,20456,16608
Paul Schiff Productions,23596,334531
Anthem Productions,50496,334531
Paramount Pictures,4,32316
Dimension Films,7405,7299
Blue Tulip Productions,35304,7299
Australian Film Finance Corporation,1380,13405
Zero Fiction Film,9206,13405
Ming Productions,74695,13405
Bluewater Pictures,78322,13405
Cheerland Entertainment Organization,86061,13405
Miramax Films,14,19457
Industry Entertainment,376,19457
Plan B Entertainment,81,314385
Jolie Pas,39443,314385
Pellikola,73249,314385
Bandai Visual Company,528,8953
Sunrise,3153,8953
Studio 4°C,11671,8953
Bristol Bay Productions,2233,29078
Baldwin Entertainment Group,2234,29078
Crusader Entertainment,2978,29078
Independent Film Channel,4059,29078
Peter Newman/Interal,23359,29078
The Weinstein Company,308,46503
Tig Productions,335,10448
Majestic Films International,2630,10448
Warner Bros.,6194,10448
Newcomm,38178,10448
RCS,60546,10448
Columbia Pictures Film Production Asia,2798,13688
Gaumont,9,10353
Canal+,5358,10353
France 3 Cinema,16804,10353
Centre National de la Cinématographie (CNC),18367,10353
Hyde Park Films,1172,43935
platinum studios,7218,43935
Long Distance Films,7219,43935
Miramax Films,14,44638
Touchstone Pictures,9195,44638
The Weinstein Company,308,241257
Himenóptero,784,241257
First Generation Films,4908,241257
Mod Producciones,5444,241257
FilmNation Entertainment,7493,241257
Telefónica Studios,29564,241257
Visualizer Film Productions,2921,14538
Taewon Entertainment,3965,14538
Icon Productions,152,13250
Infinity Features Entertainment,212,13250
Irish Dreamtime,597,13250
Icon Entertainment International,4564,13250
Canadian Film or Video Production Tax Credit (CPTC),8582,13250
Province of British Columbia Film Incentive BC,11567,13250
Butterfly Productions,11568,13250
Chum Television,11569,13250
Industrial Development Corporation of South Africa,564,133931
120dB Films,5113,133931
The Department of Trade and Industry of South Africa,10884,133931
Cinema Management Group,25032,133931
The National Film and Video Foundation of SA,25033,133931
Wonderful Works,25034,133931
Triggerfish Animation,33805,133931
Camphor Cinema,82667,280871
"Weinstein Company, The",7289,184341
La Piedra Films,52064,184341
Fuego Films,52065,184341
Epicentral Studios,52066,184341
Nu Image Films,925,334074
Winkler Films,8880,334074
Millennium Films,10254,334074
Survivor Productions,54409,334074
Grindstone Entertainment Group,3604,199373
Cheetah Vision,5830,199373
K5 International,6715,199373
Paradox Entertainment,6819,199373
Emmett/Furla Films,10405,199373
Picture Perfect Corporation,27993,199373
Court Five,30023,199373
Envision Entertainment,31832,199373
Valentina Films,31833,199373
Emotion Pictures,741,14202
The Mark Gordon Company,1557,14202
Class 5 Films,2297,14202
Yari Film Group,2448,14202
Warner China Film HG Corporation,7999,14202
Stratus Film Co.,11027,14202
WIP,12259,14202
Bob Yari Productions,12260,14202
The Colleton Company,12261,14202
Dragon Studios,12262,14202
Nouvelles Éditions de Films (NEF),753,6968
Degeto Film,986,6968
Constantin Film Produktion,5755,6968
Westdeutscher Rundfunk (WDR),7025,6968
Norddeutscher Rundfunk (NDR),7201,6968
Bayerischer Rundfunk (BR),7333,6968
Dune Films,19477,6968
G.T. Film Production,73872,6968
Tig Productions,335,581
Majestic Films International,2630,581
Columbia Pictures,5,52449
Mosaic Media Group,748,52449
Universal Pictures Corporation,42,12150
Gaylord Films,5367,11247
Warner Bros.,6194,11247
Dylan Sellers Productions,8807,11247
Clifford Werber Productions,46051,11247
Woods Entertainment,979,4232
Dimension Films,7405,4232
Columbia Pictures Corporation,441,9378
Dark Castle Entertainment,1786,9378
Warner Bros.,6194,9378
13 Ghosts Productions Canada Inc.,23503,9378
Hawk Films,88,694
Warner Bros.,6194,694
Peregrine,11272,694
Universal Pictures,33,105
Amblin Entertainment,56,105
U-Drive Productions,20448,105
Dark Castle Entertainment,1786,11377
Warner Bros.,6194,11377
Lions Gate Films,35,26367
Cinestyle Media Group,74413,385383
Mandate Pictures,771,41210
Bona Fide Productions,2570,41210
Echo Films,7382,41210
Twentieth Century Fox Film Corporation,306,12090
Robert Simonds Productions,3929,12090
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352,12090
Corrino Media Corporation,7178,62630
Corsan,7299,62630
Staccato Films,7300,62630
Destination Films,769,16110
Isle of Man Film,2268,16110
Britt Allcroft Productions,37618,16110
Penn Station Entertainment,4916,29427
Participant Media,6735,29427
Imagenation Abu Dhabi FZ,6736,29427
Overture Films,12807,29427
Studio Ghibli,10342,129
Focus Films,1268,244114
Sil-Metropole Organisation,5686,244114
Edko Films,10284,244114
Dino De Laurentiis Company,10308,2669
Studio Babelsberg,264,203833
Fox 2000 Pictures,711,203833
Sunswept Entertainment,5219,203833
"Summit Entertainment, LLC",3250,13523
Alloy Entertainment,10067,13523
Goldcrest Pictures,11843,13523
Universal Pictures,33,25195
Spyglass Entertainment,158,25195
Octagon Films,1266,25195
BenderSpink,6363,25195
Birnbaum / Barber Productions,58262,25195
Paramount Pictures,4,17277
Samuel Bronston Productions,10253,17277
Imagine Entertainment,23,50725
Rogue Pictures,134,50725
Relativity Media,7295,50725
Internationale Filmproduktion Blackbird Dritte,19855,50725
Gran Via Productions,2605,82631
Walden Media,10221,82631
Lemodeln Model & Talent Agency,59391,82631
Warner Bros. Family Entertainment,3592,73191
Fine Line Features,8,22479
CiBy 2000,7832,22479
Sandcastle 5 Productions,37163,22479
Likely Story,1785,340611
Platinum Dunes,2481,10065
Dimension Films,7405,10065
Metro-Goldwyn-Mayer (MGM),8411,10065
Radar Pictures,14718,10065
Beverly Detroit,267,2757
Propaganda Films,278,2757
Clinica Estetico,1274,2757
Intermedia,8856,2757
Good Machine,10565,2757
Magnet Productions,23227,2757
Universal Pictures,33,11683
Atmosphere Entertainment MM,2995,11683
Romero-Grunwald Productions,55518,11683
Exception Wild Bunch,55519,11683
Sun Entertainment Culture,20542,244339
Universe Entertainment,20543,244339
Universal Pictures,33,1878
Summit Entertainment,491,1878
Rhino Films,1591,1878
Fear and Loathing LLC,53460,1878
Shark Productions,53461,1878
Media Rights Capital,2531,23082
Lin Pictures,2723,23082
Warner Bros.,6194,23082
Wintergreen Productions,11845,23082
Lynda Obst Productions,13769,23082
1821 Pictures,14358,23082
Radar Pictures,14718,23082
Universal Pictures,33,195589
Point Grey Pictures,16615,195589
Good Universe,17393,195589
New Line Cinema,12,854
Dark Horse Entertainment,552,854
Gracie Films,18,2280
Twentieth Century Fox Film Corporation,306,2280
American Entertainment Partners II L.P.,21451,2280
Twentieth Century Fox Film Corporation,306,496
Four By Two Productions,20567,496
Marc Platt Productions,2527,8835
Metro-Goldwyn-Mayer (MGM),8411,8835
Paramount Pictures,4,157
Lakeshore Entertainment,126,8643
Firm Films,1838,8643
Screen Gems,3287,8643
Happy Madison Productions,2608,10402
Quinta Communications,6370,10402
Touchstone Pictures,9195,10402
Stoney Lake Entertainment,16558,218043
Fox 2000 Pictures,711,9043
Metro-Goldwyn-Mayer (MGM),8411,21301
Columbia Pictures,5,10147
Triptych Pictures,14722,10147
Dimension Films (US version),71989,10147
New Line Cinema,12,816
Capella International,594,816
Eric's Boy,595,816
Universal Pictures,33,302688
Playtone,4171,302688
HBO Films,7429,302688
Gold Circle Films,12026,302688
Fox 2000 Pictures,711,60307
Color Force,5420,60307
Twentieth Century Fox Film Corporation,306,106
Lawrence Gordon Productions,840,106
Davis Entertainment,1302,106
Silver Pictures,1885,106
Amercent Films,5263,106
American Entertainment Partners L.P.,5264,106
Warner Bros.,6194,279
Alliance Films,2514,8617
Paramount Pictures,4,10625
Broadway Video,1756,10625
M.G. Films,89094,10625
Timnick Films,679,10934
Blue Gardenia Productions,3983,10934
Touchstone Pictures,9195,10934
Tatiale Films,12207,10934
USA Films,987,5279
American Zoetrope,70,10013
TriStar Pictures,559,10013
Worldview Entertainment,9015,194662
New Regency Pictures,10104,194662
TSG Entertainment,22213,194662
Le Grisbi Productions,47169,194662
M Productions,52660,194662
Perdido Productions,12966,160588
Universal Pictures,33,9829
StudioCanal,694,9829
Sidney Kimmel Entertainment,737,9829
Working Title Films,10163,9829
Universal Pictures,33,10028
Marc Platt Productions,2527,10028
NuAmerica Entertainment,41963,10028
Hollywood Pictures,915,10535
AVCO Embassy Pictures,494,790
EDI,495,790
Debra Hill Productions,498,790
Mandalay Pictures,551,43959
TriStar Pictures,559,43959
Brookwell-McNamara Entertainment,3235,43959
FilmDistrict,7263,43959
Affirm Films,10156,43959
Paramount Pictures,4,10364
Filmways Productions,73862,10364
Legendary Pictures,923,16991
De Line Pictures,2609,16991
De Laurentiis Entertainment Group,499,9610
United Artists,60,1578
Universal Pictures,33,25643
Stuber Productions,4403,25643
Camp / Thompson Pictures,4404,25643
Relativity Media,7295,25643
Scion Films,7419,25643
Traveling Film Productions,11953,25643
Paramount Pictures,4,11904
Amblin Entertainment,56,11904
United Artists,60,28665
Lakeshore Entertainment,126,28665
Metro-Goldwyn-Mayer (MGM),8411,28665
Fox Searchlight Pictures,43,44115
Warner Bros.,6194,44115
Cloud Eight Films,6708,44115
Pathé,7981,44115
Film4,9349,44115
Everest Entertainment,10892,44115
HandMade Films,20076,44115
DreamWorks SKG,27,10569
Columbia Pictures,5,10560
Imagine Entertainment,23,333348
Groundswell Productions,4205,333348
CBS Films,5490,333348
Fox 2000 Pictures,711,20483
Mad Chance,1757,20483
Nimbus Film Productions,11672,20483
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352,20483
Splendid Productions,23790,20483
New Line Cinema,12,11457
Universal Pictures,33,321697
Scott Rudin Productions,258,321697
Legendary Pictures,923,321697
The Mark Gordon Company,1557,321697
Management 360,4220,321697
Cloud Eight Films,6708,321697
Ingenious Film Partners,289,19840
1492 Pictures,436,19840
Fox Atomic,2890,19840
Dune Entertainment III,6332,19840
Bece Canada Productions,11755,19840
Dimension Films,7405,22327
ITC Entertainment,1584,38665
Columbia Pictures,5,2575
Merlin Films,3201,2575
Cinema 77,1819,11644
Dark Castle Entertainment,1786,146227
Signature Pictures,2982,146227
After Dark Films,3608,146227
Silver Reel,12075,146227
Saints LA,19719,146227
Bomar OOD,28176,146227
thefyzz,36109,146227
Dunulf Productions,68548,146227
Emmitt Productions Limited,68549,146227
ADF Acquisitions,68550,146227
Fox Searchlight Pictures,43,68924
Good Machine,10565,68924
Canal+ Droits Audiovisuels,53473,68924
Castle Rock Entertainment,97,253235
Envision Entertainment,31832,253235
ASIG Productions,32245,253235
Columbia Pictures,5,22102
Weintraub Entertainment Group,6313,22102
Serendipity Point Films,805,18701
Metro-Goldwyn-Mayer (MGM),8411,10068
Producers Sales Organization (PSO),11670,10068
Jonesfilm,22297,10068
Galactic Films,22298,10068
Triple Ajaxxx,22299,10068
Paramount Pictures,4,848
Walt Disney Productions,3166,848
Zephyr Films,16923,36811
Egoli Tossell Film,44224,36811
Touchstone Pictures,9195,522
Mr. Mudd Production,2130,130150
Indian Paintbrush,9350,130150
Right of Way Films,32157,130150
Kinokompaniya CTB,886,12246
X-Filme Creative Pool,1972,12246
Andreevsky Flag Film Company,11996,12246
Kinofabrika,16522,12246
Eurasia Film Production,16524,12246
StudioCanal,694,13809
Dark Castle Entertainment,1786,13809
Toff Guy Films,2900,13809
Warner Bros.,6194,13809
Golden Harvest Company,2521,27380
Northshore Investments Ltd.,16379,27380
Castle Rock Entertainment,97,10549
Turner Pictures (I),6189,10549
Great Scott Productions Pty. Ltd.,2814,33870
Warner Bros.,6194,245703
Faliro House Productions,19246,245703
Tri-State Pictures,50914,245703
DreamWorks SKG,27,10739
Granada Film Productions,247,10739
Perdido Prod.,291,10739
Canal+,5358,10739
Archer Street Productions,1471,127560
Lionsgate,1632,127560
Pictures in Paradise,3207,127560
Silver Reel,12075,127560
Latitude Media,15577,127560
Thai Occidental Productions,15578,127560
Les Films du Losange,223,37903
Wega Film,224,37903
Lucky Red,779,37903
X-Filme Creative Pool,1972,37903
New Century Entertainment Corporation,10165,10017
Alliance Entertainment,10166,10017
Turbo Productions,59346,10017
Castle Rock Entertainment,97,11468
Darkwoods Productions,3982,11468
Exclusive Media Group,11448,193613
Picturehouse Entertainment,11486,193613
Senator Entertainment Co,3319,17436
Egoli Tossell Film AG,2254,43434
Canal+,5358,43434
Arte France,6111,43434
Films en Stock,11394,43434
Central-Europa Film,2195,31166
Canal+,5358,31166
TF1 International,7799,31166
Morena Films,10031,31166
Lumiere,11444,31166
LeBrocquy Fraser Productions,21605,31166
Better Wide,21606,31166
Filmax,3631,69848
Silver Lion Films,11601,69848
Televisa S.A. de C.V.,55465,69848
Arco Films S.L,55776,69848
Hool/Macdonald Productions,55777,69848
Producciones San Patricia,55778,69848
Dead Films,2482,8408
Laurel Entertainment,2483,8408
Toei,5822,8408
Patriot Pictures,2373,332411
